ot,lat,lon,dep,mag
2012-08-30T08:59:13.845539Z,32.6666,-115.5332,1,-4.23
2012-08-30T12:10:17.115222Z,32.6866,-115.5532,1,-3.75
2012-08-30T12:49:23.712268Z,32.7466,-115.6132,1,-3.55
2012-08-30T01:21:35.345476Z,32.7466,-115.5132,1,-3.90
2012-08-30T01:44:15.170318Z,32.6866,-115.5532,15,-3.82
2012-08-30T02:29:50.470635Z,32.7466,-115.3932,1,-4.10
2012-08-30T02:42:12.852302Z,32.7266,-115.5532,11,-3.96
2012-08-30T03:20:17.384603Z,32.7266,-115.5532,1,-3.87
2012-08-30T03:43:25.805555Z,33.0666,-116.2132,25,-4.09
2012-08-30T05:25:53.018611Z,32.5666,-115.5932,1,-4.13
2012-08-30T05:26:15.018175Z,32.9066,-115.4332,16,-3.81
2012-08-30T06:06:12.464762Z,33.0666,-115.6732,19,-3.82
2012-08-30T06:52:48.466905Z,33.1866,-114.9732,24,-3.14
2012-08-30T08:17:32.068617Z,32.6866,-115.5732,3,-3.88
2012-08-30T08:52:59.166236Z,33.0266,-116.0532,5,-4.52
2012-08-30T09:24:39.994808Z,32.6266,-115.4332,1,-4.36
2012-08-30T10:19:01.804762Z,32.6466,-115.7932,1,-3.26
2012-08-30T10:30:43.195602Z,32.6866,-115.5532,6,-4.33
2012-08-30T11:03:22.838459Z,32.5666,-115.7932,14,-3.49
2012-08-30T12:04:56.030397Z,32.6666,-115.4332,1,-3.99
2012-08-30T13:09:37.155556Z,32.9266,-115.5732,20,-3.78
2012-08-30T17:15:11.866570Z,32.7666,-115.5132,6,-4.34
2012-08-30T18:29:43.072936Z,32.8066,-115.5932,1,-3.82
2012-08-30T18:47:58.704206Z,32.7866,-115.1132,1,-3.72
2012-08-30T18:50:38.137540Z,32.6266,-115.5332,1,-3.13
2012-08-30T19:07:30.149921Z,32.6666,-115.4332,1,-3.93
2012-08-30T23:12:13.812268Z,32.8866,-115.9932,8,-4.42
2012-08-30T23:27:51.540840Z,33.1666,-115.3132,24,-4.52
2012-08-30T00:59:33.891349Z,32.7666,-115.5132,5,-3.71
2012-08-30T01:27:03.793611Z,32.6866,-115.5332,1,-3.61
2012-08-30T01:53:15.885675Z,32.9266,-115.4532,14,-3.91
2012-08-30T02:06:56.135159Z,32.9066,-115.4932,9,-4.21
2012-08-30T02:41:06.281309Z,32.6866,-115.5132,1,-4.06
2012-08-30T03:10:28.917421Z,32.6866,-115.5532,1,-3.49
2012-08-30T06:11:02.959722Z,32.7066,-115.5132,1,-3.95
2012-08-30T07:00:35.694683Z,32.7466,-115.5132,1,-3.86
2012-08-30T07:29:47.497642Z,32.6866,-115.5332,8,-4.20
2012-08-30T08:17:23.003538Z,33.2466,-115.5532,25,-4.12
2012-08-30T09:03:48.886078Z,32.8866,-115.4732,1,-4.23
2012-08-30T09:33:19.516032Z,32.8666,-115.2532,1,-3.71
2012-08-30T10:02:19.760238Z,32.7866,-115.6132,1,-4.17
2012-08-30T11:55:45.263793Z,32.6266,-115.5132,1,-4.03
2012-08-30T12:05:36.234722Z,32.5666,-115.5932,9,-3.69
2012-08-30T13:01:54.919286Z,32.5666,-115.2732,1,-3.85
